Word 	 	 	 	Count
royal       2

royalties   2

royalty     3

rubbed      1

rubbing     2

rude        1

rudeness    1

rule        4

rules       5

rumbling    1

run         4

running     8

rush        2

rushed      1

rustled     1

rustling    1

s           2

sad         2

sadly       5

safe        2

sage        1

said        457

salmon      1

salt        3

same        24

sand        1

sands       1

sang        2

sat         17

saucepan    1

saucepans   1

saucer      1

savage      3

save        1

saves       1

saw         14

say         42

saying      14

says        4

scale       1

scaly       1

scattered   1

school      4

schoolroom  1

scolded     1

scrambling  1

scratching  1

scream      2

screamed    4

screaming   1

scroll      2

sea         8

seaography  1

search      2

seaside     1

seated      1

second      6

secondly    2

secret      1

section     7

sections    1

secure      1

see         65

seehow      1

seeing      1

seem        8

seemed      27

seems       4

seen        14

seeneverything1

seldom      1

sell        1

send        2

sending     3

sends       1

sensation   2

sense       3

sent        3

sentence    7

sentenced   1

series      1

seriously   1

serpent     4

serpents    3

service     1

set         23

setting     1

settle      1

settled     3

settling    1

seven       5

several     5

severely    4

severity    1

shade       1

shake       1

shakespeare 1

shaking     3

shall       24

shape       1

shaped      2

share       2

shared      2

sharing     2

shark       1

sharks      1

sharp       6

sharply     4

she         532

shedding    1

sheepbells  1

shelves     1

shepherd    1

shifting    1

shilling    1

shillings   1

shinglewill 1

shining     1

shiver      1

shock       1

shoes       5

shook       9

shore       3

short       4

shorter     1

should      29

shoulder    4

shoulders   4

shouted     9

shouting    2

show        3

shower      2

showing     2

shriek      5

shrieked    1

shrieks     1

shrill      5

shrimp      1

shrink      1

shrinking   4

shut        5

shutting    2

shyly       1

side        17

sides       4

sigh        4

sighed      5

sighing     3

sight       10

sign        1

signed      2

signifies   1

signify     1

silence     12

silent      7

simple      5

simply      2

since       4

sing        4

singers     2

singing     2

sink        1

sir         4

sister      8

sistersthey 1

sit         6

site        4

sits        1

sitting     10

six         2

sixpence    1

size        12

sizes       1

skimming    1

skirt       1

skurried    1

sky         4

slate       2

slateoh     1

slatepencil 1

slates      7

sleep       5

sleepy      5

slightest   1

slipped     3

slippery    1

slowly      8

small       12

smaller     3

smallest    2

smile       2

smiled      2

smiling     2

smoke       1

smoking     2

snail       3

snappishly  1

snatch      2

sneeze      2

sneezed     1

sneezes     2

sneezing    6

snorting    1

snout       1

so          136

soand       1

sob         1

sobbed      1

sobbing     2

sobs        4

soft        1

softly      1

soldier     1

soldiers    10

solemn      3

solemnly    4

solicit     2

solicitation1

solid       1

some        51

somebody    5

somehow     1

someone     1

somersault  1

something   17

sometimes   5

somewhere   1

son         1

song        6

soon        25

sooner      2

soooop      6

soothing    1

sorrow      1

sorrowful   2

sorrows     1

sorry       1

sort        18

sorts       3

sound       4

sounded     5

sounds      4

soup        14

sourand     1

spades      1

speak       11

speakand    1

speaking    5

special     1

specific    1

specified   2

spectacles  3

speech      3

speed       1

spell       1

spite       1

splash      1

splashed    1

splashing   2

splendidly  1

spoke       16

spokefancy  1

spoken      1

spoon       2

sprawling   1

spread      4

spreading   1

squeaked    1

squeaking   2

squeeze     1

squeezed    1

staff       1

stairs      2

stalk       1

stamping    2

stand       5

standing    1

staring     3

start       3

started     2

startled    2

state       6

statements  1

states      14

station     1

status      4

stay        4

stays       1

steady      1

steamengine 1

sternly     1

stick       4

sticks      1

stiff       1

stigand     1

still       13

stingy      1

stirring    2

stockings   1

stole       2

stood       7

stool       1

stoop       2

stop        5

stopped     3

stopping    1

stored      1

story       4

straight    2

straightened1

straightening1

strange     5

strength    1

stretched   2

stretching  2

strict      1

strings     1

struck      2

stuff       2

stupid      2

stupidest   1

stupidly    1

subdued     1

subject     6

subjects    1

submitted   1

subscribe   1

succeeded   3

such        46

sudden      5

suddenly    13

suet        1

sugar       1

suit        3

sulkily     2

sulky       3

summer      2

sun         2

supple      1

support     4

suppose     9

suppress    1

suppressed  4

sure        20

surprise    5

surprised   7

survive     1

swallow     1

swallowed   1

swallowing  1

swam        5

swamp       1

sweettempered1

swim        3

swimming    2

synonymous  1

table       17

tail        9

tails       3

take        19

taken       4

takes       3

taking      5

tale        3

talk        12

talking     15

taller      2

tarts       7

taste       2

tasted      2

tastes      1

taught      4

tax         6

taxes       1

tea         8

teaching    1

teacup      3

teacups     2

teanot      1

teaparty    2

teapot      1

tears       11

teathings   1

teatime     2

teatray     1

teeth       1

telescope   2

telescopes  1

tell        29

telling     2

tells       2

temper      3

ten         5

terms       22

terribly    1

terrier     1

terror      1

than        25

thank       1

thanked     1

that        249

thatched    1

thatit      1

thatonly    1

the         1781

their       51

theirs      1

them        73

themall     1

themand     2

themselves  2

then        67

thenalways  1

theni       1

thenshe     1

there       69

therefore   1

these       16

they        120

thick       1

thimble     2

thinand     1

thing       40

things      24

thingseverything1

thingsi     1

think       43

thinking    10

thirteen    1

thirty      1

this        175

thistle     2

thoroughly  2

those       11

though      11

thought     74

thoughtfully4

thoughts    2

thousand    2

three       24

threelegged 2

threw       2

throne      1

through     15

throughout  1

throw       3

throwing    2

thrown      1

thump       2

thunder     1

thunderstorm1

thus        1

tide        1

tidy        1

tie         1

tied        1

tight       1

till        19

tillie      1

time        60

times       6

timid       3

timidly     9

tinkling    1

tiny        4

tipped      1

tiptoe      2

tired       7

title       1

tittered    1

to          790

toast       1

today       2

toes        1

toffee      1

together    6

told        6

tone        40

tones       2

tongue      2

tonight     1

too         23

took        24

top         8

tops        1

tortoise    2

toss        1

tossing     3

toto        1

touch       1

tougher     1

towards     1

toys        1

trademark   10

trampled    1

transcribe  1

transcription1

treacle     2

treaclewelleh1

treading    2

treat       1

treated     1

treatment   1

tree        5

trees       7

tremble     1

trembled    2

trembling   6

tremulous   1

trial       6

trials      1

trickling   1

tricks      1

tried       19

trims       1

triumphantly2

trot        1

trotting    2

trouble     5

true        2

trumpet     3

trusts      1

truth       1

truthful    1

try         12

trying      12

tucked      3

tuliproots  1

tumbled     1

tumbling    2

tunnel      1

tureen      1

turkey      1

turn        8

turned      16

turning     12

turns       3

turnup      1

turtle      54

turtles     2

turtlewe    1

tut         1

twelve      4

twentieth   1

twenty      1

twentyfour  1

twice       4

twinkle     4

twinkled    1

twinkling   4

twist       2

two         35

types       1

ugh         1

uglification1

uglify      1

ugly        2

unable      1

uncivil     1

uncomfortable4

uncomfortably1

uncommon    1

uncommonly  1

uncorked    1

under       22

underneath  1

understand  7

understood  1

undertone   2

undo        1

undoing     1

uneasily    2

uneasy      1

unenforceability1

unfolded    2

unfortunate 3

unhappy     2

uniform     1

united      10

unjust      1

unless      5

unlink      1

unlocking   1

unpleasant  2

unrolled    2

unsolicited 1

until       4

untwist     1

unusually   1

unwillingly 1

up          94

updated     2

upon        28

upright     1

upset       3

upsetting   1

upstairs    1

us          16

use         29

used        15

usedand     1

useful      2

user        3

using       6

usual       4

usually     2

usurpation  1

ut          1

v           1

vague       1

vanilla     2

vanished    4

vanishing   1

variations  1

variety     1

various     2

vegetable   1

velvet      1

venture     3

ventured    4

verse       1

verses      3

version     1

very        140

vi          1

viewed      1

viewing     1

vii         1

viii        1

vinegar     1

violates    1

violence    1

violent     2

violently   4

virus       1

visit       3

voice       47

voices      2

voicethe    1

void        1

volunteer   1

volunteers  6

vote        1

vulgar      1

wag         1

wags        1

waistcoatpocket2

wait        1

waited      11

waiting     8

walk        4

walked      10

walking     5

walks       1

walrus      1

wander      1

wandered    2

wandering   2

want        9

wanted      4

wants       2

warranties  3

warranty    2

was         352

wash        2

washing     1

waste       1

wasting     2

watch       6

watched     2

watching    3

water       4

waters      1

waving      5

way         52

waynever    1

ways        2

we          26

weak        2

wearily     1

web         6

week        3

welcome     1

well        31

went        83

wept        1

were        83

west        1

wet         2

what        94

whatever    1

whatsoever  2

when        75

whenever    1

where       13

whereupon   1

wherever    2

whether     11

which       51

while       25

whiskers    2

whisper     3

whispered   5

whispers    1

whistle     1

whistling   1

white       30

whiting     4

who         57

whole       13

whom        2

whose       2

why         17

wide        3

wider       1

widest      2

wife        1

wig         1

wild        2

wildly      2

will        37

william     3

win         1

wind        2

window      5

wings       1

wink        2

winter      1

wise        2

wish        22

with        222

within      5

withina     1

without     32

withoutmaybe1

witness     5

woke        1

woman       1

womanbut    1

won         1

wonder      15

wondered    1

wonderful   2

wondering   7

wonderland  8

wood        6

wooden      1

woodshe     1

word        11

words       19

wore        1

work        53

works       32

world       7

worm        1

worried     1

worry       1

worse       3

worth       4

would       77

wow         2

wrapping    1

wretched    2

wriggling   1

write       5

writhing    1

writing     7

writingdesks1

written     9

wrong       4

wrote       3

wwwgutenbergorg3

x           1

xi          1

xii         1

yards       1

yawned      2

yawning     2

ye          1

year        2

years       2

yelled      1

yelp        1

yer         4

yesterday   3

yet         12

yetand      1

yetoh       1

you         365

youall      1

youare      1

youcome     1

young       5

your        69

yours       2

yourself    6

youth       3

zealand     1

zigzag      1

